Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
2273,,0,0,,0,711,3789,5/9/2004,9/23/2014,0.825,0,0.227,0,0,0,0,0,0.0102,0,0,0,0,0,0,0.0101,0,0,0,0,0,0,0.0101,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0.0096,0
2274,45419,0,0,,0,670,5493,5/10/2004,5/25/2019,0.568,1,0.316,0,51760.54,53894.99,0.157,7,0.0495,1,0,51517.22,52547.56,0.163,6,0.0537,1,0,49619.99,48131.39,0.162,8,0.0542,1,0,48123.98,44915.71,0.159,0,0.0547,0,0,45689.32,41735.44,0.157,0,0.05,0,0,39916.18,41176.69,0.155,0,0.0542,0
2275,43235,0,0,,0,669,5523,5/11/2004,6/25/2019,0.417,1,0.275,0,0,0,0,0,0.0612,0,0,0,0,0,0,0.0631,0,0,0,0,0,0,0.0656,0,0,0,0,0,0,0.0605,0,0,0,0,0,0,0.0669,0,0,0,0,0,0,0.065,0
2276,84770,0,0,,0,820,5495,5/15/2004,6/1/2019,0.917,0,0.267,0,0,0,0,0,0.0865,0,0,0,0,0,0,0.0799,0,0,0,0,0,0,0.0832,0,0,0,0,0,0,0.0832,0,0,0,0,0,0,0.0791,0,0,0,0,0,0,0.0816,0
2277,44133,0,35180,93,2,742,5493,5/11/2004,5/26/2019,0.859,1,0.453,780,42620.18,38561.12,0,0,0.0569,0,788,37220.2,38395.58,0,0,0.0569,0,772,39642.9,37000.04,0,0,0.0574,0,792,37420.27,37420.27,0,0,0.0535,0,784,34893.41,35242.34,0,0,0.053,0,784,35127.98,34793.43,0,0,0.0569,0
2278,,0,0,,0,656,3669,5/15/2004,6/1/2014,0.873,0,0.114,520,0,0,0,954,0.0512,1,520,0,0,0,1034,0.0522,1,530,0,0,0,1097,0.0544,1,510,0,0,0,1095,0.0522,1,510,0,0,0,1183,0.0538,1,494,0,0,0,1181,0.0554,1
2279,43528,0,42911,93,2,697,5523,5/12/2004,6/26/2019,0.69,1,0.364,759,31157.07,32763.1,0.141,0,0.0543,0,732,32619.18,30133.91,0.142,0,0.0549,0,709,31501.77,30601.72,0.138,0,0.0522,0,713,30384.07,28069.09,0.145,0,0.0522,0,734,27306.33,28699.51,0.145,0,0.0538,0,780,27860.92,25985.67,0.148,0,0.0516,0
2280,44646,0,20708,93,2,786,5492,5/22/2004,6/5/2019,0.639,1,0.283,829,17005.8,18795.88,0.114,0,0.0531,0,829,17644.98,16434.05,0.126,0,0.0521,0,821,16191.31,16858.99,0.122,0,0.049,0,772,15763.24,15924.09,0.119,0,0.0501,0,854,15627.6,14853.96,0.103,0,0.0495,0,829,14414.57,14414.57,0.108,0,0.0521,0
2281,43612,0,18430,93,1,679,5492,5/20/2004,6/3/2019,0.893,1,0.332,720,21603.16,23384.87,0.411,0,0.0671,0,708,21105.38,21320.74,0.423,0,0.0684,0,752,20584.81,21624.45,0.415,0,0.0671,0,758,19648.12,19247.14,0.391,0,0.0698,0,773,19297.55,18911.6,0.395,0,0.0658,0,706,19101.75,18916.3,0.399,0,0.0644,0
2282,45419,0,18450,93,1,790,5492,5/25/2004,6/8/2019,0.47,1,0.248,791,20840.63,22116.59,0.088,0,0.054,0,803,19524.69,20552.3,0.091,0,0.0535,0,763,19237.43,19039.1,0.095,0,0.053,0,789,18921.11,18156.62,0.087,0,0.0556,0,781,18385.99,19305.29,0.087,0,0.0519,0,800,17306.07,17306.07,0.089,0,0.0562,0
2283,,0,0,,0,837,3758,5/29/2004,9/12/2014,0.893,1,0.272,0,0,0,0,947,0.0544,1,0,0,0,0,950,0.0527,1,0,0,0,0,934,0.0571,1,0,0,0,0,1022,0.0544,1,0,0,0,0,1003,0.0527,1,0,0,0,0,1054,0.0544,1
2284,44203,0,11074,93,1,774,5492,5/29/2004,6/12/2019,0.53,1,0.206,764,13157.88,12902.39,0.099,0,0.0514,0,775,12222.08,12222.08,0.101,0,0.0524,0,767,12031.88,11912.75,0.094,0,0.0534,0,766,11250.2,12053.79,0.098,0,0.0529,0,790,11595.44,10932.85,0.09,0,0.0529,0,766,10182.21,10818.6,0.092,0,0.0519,0
2285,44126,29563,75405,93,3,777,5669,5/29/2004,12/6/2019,0.887,1,1.965,796,46887.92,45481.28,0.552,0,0.0524,0,836,46732.9,44900.24,0.563,0,0.053,0,844,45627.94,43838.6,0.541,0,0.053,0,779,43651.82,44524.86,0.552,0,0.0546,0,779,42984.29,41707.53,0.508,0,0.0524,0,795,43125.73,43125.73,0.528,0,0.053,0
2286,44094,0,20648,93,1,740,5558,6/2/2004,8/21/2019,0.499,1,0.256,765,24038.62,24524.24,0.227,0,0.0596,0,773,24764.03,24764.03,0.227,0,0.0621,0,828,23566.81,23109.2,0.234,0,0.0633,0,795,23063.35,21289.25,0.238,0,0.064,0,763,21679.29,22108.58,0.209,0,0.064,0,827,20753.01,20960.54,0.221,0,0.0633,0
2287,44720,0,9411,93,2,780,5478,6/2/2004,6/2/2019,0.489,1,0.323,801,10437.68,11190.91,0.075,0,0.0545,0,813,10016.93,10120.2,0.077,0,0.0519,0,805,10186.26,9790.67,0.079,0,0.054,0,788,9546.46,9735.5,0.075,0,0.055,0,772,8650.57,8920.9,0.079,0,0.0503,0,820,8141,8569.47,0.072,0,0.0534,0
2288,48843,0,230904,93,2,679,7586,6/8/2004,3/16/2025,0.842,1,0.265,655,155017.23,156583.06,0.668,0,0.0563,0,696,156121.02,159243.44,0.682,0,0.0569,0,662,158746.12,160302.45,0.662,0,0.052,0,653,161373.68,147408.65,0.668,0,0.0574,0,686,148488.12,157768.63,0.709,0,0.0574,0,680,152662.2,160372.41,0.648,0,0.0552,0
2289,45503,0,0,,0,760,7741,6/2/2004,8/12/2025,0.884,1,0.284,0,47243.05,48237.64,0.488,0,0.0548,0,0,50724.12,52216.01,0.446,20,0.0543,1,0,47026.45,48006.17,0.465,0,0.0516,0,0,46614.96,46129.39,0.465,0,0.0537,0,0,48658.42,50103.72,0.474,0,0.0505,0,0,48286.45,49720.7,0.47,0,0.0543,0
2290,44128,0,110904,3,2,739,5645,6/9/2004,11/23/2019,0.288,1,0.391,629,11395.65,11169.99,0,214,0.0105,1,603,10831.51,11734.13,0,250,0.0098,1,628,11621.3,11282.82,0,296,0.0098,1,616,11259.84,11148.36,0,269,0.0099,1,628,10621.41,10621.41,0,290,0.0105,1,640,10644.04,10321.5,0,293,0.0098,1
2291,44130,0,17805,93,1,761,5494,6/16/2004,7/2/2019,0.707,1,0.241,680,20772.9,22271.97,0.188,0,0.0557,0,722,20270.1,21097.46,0.181,0,0.0519,0,729,19546.85,20743.6,0.2,0,0.0546,0,792,19591.59,19783.66,0.182,0,0.0552,0,808,17724.36,18462.87,0.165,0,0.0568,0,770,16831.83,17186.19,0.183,0,0.0525,0
2292,,0,65220,1,1,649,3819,6/22/2004,12/6/2014,0.38,1,0.505,611,36487.9,36130.17,0.389,808,0.0596,1,617,37561.07,37561.07,0.373,889,0.062,1,642,37561.07,35772.45,0.405,834,0.0566,1,598,33983.83,37203.35,0.405,926,0.0566,1,617,34341.55,36845.62,0.697,910,0.0584,1,598,36130.17,34341.55,0.697,1018,0.0614,1
2293,44095,0,34362,93,2,704,5645,6/24/2004,12/8/2019,0.733,1,0.504,733,26270.19,27596.97,0.251,0,0.0514,0,705,27204.53,25649.99,0.239,0,0.0568,0,684,26034.18,25275.9,0.246,0,0.0541,0,672,24643.65,23411.47,0.246,0,0.053,0,707,23764.79,24004.84,0.246,0,0.0536,0,719,24301.42,24535.09,0.234,0,0.0536,0
2294,44112,0,0,,0,679,5672,6/26/2004,1/6/2020,0.876,1,0.35,0,0,0,0,0,0.062,0,0,0,0,0,0,0.0652,0,0,0,0,0,0,0.0665,0,0,0,0,0,0,0.0659,0,0,0,0,0,0,0.0665,0,0,0,0,0,0,0.0678,0
2295,44054,0,0,,0,736,3684,6/27/2004,7/29/2014,0.806,0,0.293,0,0,0,0,0,0.0497,0,0,0,0,0,0,0.0502,0,0,0,0,0,0,0.0497,0,0,0,0,0,0,0.0502,0,0,0,0,0,0,0.0487,0,0,0,0,0,0,0.0502,0
2296,44514,0,0,,0,710,5584,7/25/2004,11/8/2019,0.693,1,0.232,0,29136.11,28570.36,0,0,0.0837,0,0,25970.25,26516.99,0,0,0.0907,0,0,26914.16,27178.02,0,0,0.0916,0,0,24920.14,24920.14,0,0,0.0872,0,0,24940.8,24696.28,0,0,0.0907,0,0,23714.52,23949.31,0,0,0.0889,0
2297,44708,0,26331,93,1,664,5645,7/7/2004,12/21/2019,0.794,1,0.523,721,31661.76,31058.68,0.305,0,0.0547,0,735,30455.6,31360.22,0.305,10,0.0536,1,685,28200.28,29351.32,0.305,0,0.0552,0,707,28391.17,28953.37,0.311,0,0.0547,0,692,27698.25,27698.25,0.295,0,0.0552,0,849,27269.45,25665.36,0.272,0,0.0569,0
2298,44142,0,0,,0,764,5492,7/7/2004,7/21/2019,0.851,1,0.26,0,10168.71,10575.46,0.28,0,0.0667,0,0,9302.88,9496.69,0.301,0,0.0615,0,0,9501.91,8862.36,0.289,0,0.0654,0,0,8926.3,9012.13,0.304,0,0.0647,0,0,7875.02,8357.16,0.298,0,0.0647,0,0,7926.95,7172.01,0.301,0,0.0654,0
2299,,0,0,,0,782,3819,7/10/2004,12/24/2014,0.857,1,9.499,0,0,0,0,0,0.0489,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0.0471,0,0,0,0,0,0,0.0443,0,0,0,0,0,0,0.0471,0,0,0,0,0,0,0.0466,0
2300,44107,0,11404,2,2,710,5492,7/11/2004,7/25/2019,0.859,1,0.329,651,13440.97,12665.53,0,0,0.0541,0,664,12089.16,12089.16,0,0,0.0519,0,638,11794.93,11559.03,0,0,0.0557,0,797,10803.52,10917.24,0,0,0.0519,0,804,10736.61,9816.33,0,0,0.0551,0,678,10806.96,10495.22,0,0,0.053,0
2301,46516,0,83907,1,1,671,7592,7/12/2004,4/25/2025,0.833,1,0.256,689,85846.33,79242.77,0.693,6,0.066,1,704,81945.76,86043.05,0.728,5,0.0679,1,643,79790.75,83047.51,0.714,6,0.0621,1,726,84467.9,85280.09,0.721,5,0.066,1,719,80293.44,85159.7,0.734,6,0.0641,1,658,77694.36,77694.36,0.706,6,0.066,1
2302,,0,0,,0,703,3667,7/18/2004,8/2/2014,0.372,0,0.243,0,0,0,0,0,0.0548,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0.0594,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0.0548,0,0,0,0,0,0,0.0571,0
2303,44120,0,10852,1,1,729,5493,7/20/2004,8/4/2019,0.81,1,0.458,723,12811.31,11957.23,0.177,0,0.0686,0,603,11945.62,11354.26,0.168,0,0.0666,0,603,11334.68,12021.63,0.168,0,0.0693,0,620,11403.14,11403.14,0.168,0,0.0699,0,590,11009.36,10474.93,0.184,0,0.0699,0,733,10203.18,10512.36,0.2,0,0.0673,0
2304,,0,0,,0,750,3659,7/19/2004,7/26/2014,0.857,1,0.337,0,0,0,0,0,0.0476,0,0,0,0,0,0,0.0511,0,0,0,0,0,0,0.0471,0,0,0,0,0,0,0.0511,0,0,0,0,0,0,0.0486,0,0,0,0,0,0,0.0481,0
2305,43560,0,0,,0,699,7487,7/19/2004,1/17/2025,0.774,1,0.617,0,111349,117148.43,0.64,0,0.0496,0,0,119347.72,120506.43,0.64,15,0.0496,1,0,116916.19,113443.43,0.653,15,0.0506,1,0,116881.07,121510.02,0.64,14,0.0481,1,0,109844.74,117938.56,0.627,47,0.0476,1,0,109841.04,113309.71,0.608,46,0.0491,1
2306,,0,0,,0,704,3667,7/25/2004,8/9/2014,0.873,1,0.504,0,0,0,0,0,0.0472,0,0,0,0,0,0,0.0477,0,0,0,0,0,0,0.0448,0,0,0,0,0,0,0.0472,0,0,0,0,0,0,0.0477,0,0,0,0,0,0,0.0448,0
2307,46936,0,0,,0,742,8050,8/2/2004,8/17/2026,0.264,0,0.389,0,30573.61,29637.68,0.196,0,0.01,0,0,29514.58,29514.58,0.199,0,0.0096,0,0,30946.81,30637.34,0.212,0,0.0095,0,0,29276.17,32049.7,0.195,0,0.0101,0,0,30508.85,30508.85,0.205,0,0.0099,0,0,29777.17,30391.13,0.195,0,0.0101,0
2308,43207,239673,31919,93,2,640,5508,7/29/2004,8/28/2019,0.545,1,0.453,647,10637.28,10432.71,0.133,5,0.088,1,655,9734.95,9834.28,0.139,4,0.0897,1,668,9743.15,9164.35,0.139,5,0.0862,1,682,9229.16,9229.16,0.145,0,0.0827,0,740,8776.75,8957.72,0.136,5,0.0836,1,677,9028.47,9028.47,0.138,4,0.0888,1
2309,43560,0,0,,0,785,7604,8/3/2004,5/29/2025,0.209,1,0.219,0,16026.97,15111.14,0.352,32,0.0621,1,0,15036.69,15036.69,0.339,35,0.0573,1,0,14809.42,15413.88,0.346,34,0.0561,1,0,14638.86,15544.36,0.339,60,0.0609,1,0,15224.21,15374.95,0.356,61,0.0615,1,0,14450.71,14450.71,0.332,64,0.0567,1
2310,44137,0,0,,0,723,5654,8/8/2004,1/31/2020,0.86,1,0.54,0,31407.88,32689.84,0.619,0,0.0567,0,0,32806.28,29994.32,0.631,0,0.0603,0,0,29212.99,31647.41,0.644,0,0.0567,0,0,30801.98,31098.15,0.638,0,0.0585,0,0,29947.33,27355.73,0.588,0,0.0597,0,0,27974.4,26575.68,0.631,0,0.0579,0
2311,,0,0,,0,768,3667,8/11/2004,8/26/2014,0.711,0,0.159,0,0,0,0,0,0.0455,0,0,0,0,0,0,0.0479,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0.0469,0,0,0,0,0,0,0.0474,0
2312,43607,0,25578,93,2,682,5586,8/16/2004,12/2/2019,0.825,1,0.221,723,13278.85,13021.01,0.676,0,0.061,0,753,12689.63,12689.63,0.733,0,0.0647,0,768,12341.13,12707.7,0.719,0,0.0616,0,804,12109.68,11990.96,0.698,0,0.0616,0,781,11422.67,11191.91,0.601,0,0.0603,0,786,10753.8,10641.78,0.613,0,0.0647,0
2313,44121,0,5382,93,1,705,5499,8/15/2004,9/5/2019,0.822,1,0.458,719,9043.06,8354.07,0.099,0,0.0597,0,726,7989.6,7832.94,0.106,0,0.0653,0,748,6695.58,6766.06,0.106,0,0.0622,0,716,6072.41,6448.03,0.102,0,0.0634,0,792,5357.88,5248.53,0.084,0,0.0597,0,796,4764.52,4764.52,0.076,0,0.0622,0
2314,,0,0,,0,696,3850,8/16/2004,3/2/2015,0.842,1,0.406,0,0,0,0,0,0.0522,0,0,0,0,0,0,0.0517,0,0,0,0,0,0,0.0512,0,0,0,0,0,0,0.0482,0,0,0,0,0,0,0.0497,0,0,0,0,0,0,0.0522,0
2315,45872,91278,48835,6,1,704,7442,8/18/2004,1/2/2025,0.818,1,0.24,594,50854.41,46453.55,0.513,0,0.0524,0,633,48703.28,46268.12,0.55,0,0.0562,0,603,50007.51,48065.47,0.503,0,0.053,0,573,46917.79,47401.48,0.54,0,0.0562,0,573,46747.37,45783.5,0.912,0,0.053,0,601,47515.07,48474.97,0.948,0,0.0573,0
2316,44240,0,90149,4,1,744,7352,8/16/2004,10/2/2024,0.843,1,0.324,565,89622.92,99056.92,0.767,30,0.0538,1,592,93396.52,99056.92,0.729,31,0.0577,1,552,94789.85,92912.83,0.782,0,0.0543,0,622,93522.84,92587.61,0.767,0,0.0589,0,580,90467.77,95131.05,0.733,0,0.0589,0,578,96063.71,92333.08,0.771,30,0.0543,1
2317,,0,0,,0,759,3879,8/17/2004,4/1/2015,0.803,0,0.345,0,0,0,0,0,0.0501,0,0,0,0,0,0,0.0511,0,0,0,0,0,0,0.0495,0,0,0,0,0,0,0.0526,0,0,0,0,0,0,0.0521,0,0,0,0,0,0,0.0501,0
2318,44883,0,0,,0,688,5650,8/21/2004,2/9/2020,0.834,1,0.471,0,18814.27,19202.19,0.281,0,0.0597,0,0,19000.97,19571,0.27,0,0.0591,0,0,18619.08,19550.03,0.276,0,0.0597,0,0,18555.89,18373.97,0.284,0,0.0627,0,0,17238.97,17061.24,0.287,0,0.0609,0,0,17006.06,17179.59,0.268,0,0.0591,0
2319,43613,0,86447,93,2,705,7350,8/25/2004,10/9/2024,0.924,1,0.191,728,79240.96,78415.54,1.117,0,0.0492,0,750,79025.26,79025.26,1.223,0,0.0477,0,743,78797.88,86185.19,1.188,0,0.0502,0,743,84310.12,80217.4,1.2,0,0.0517,0,699,77534.96,79983.44,0.967,0,0.0512,0,684,79759.41,81387.15,0.967,0,0.0507,0
2320,,0,0,,0,738,3848,8/23/2004,3/7/2015,0.825,0,0.279,0,0,0,0,0,0.056,0,0,0,0,0,0,0.0543,0,0,0,0,0,0,0.0589,0,0,0,0,0,0,0.0572,0,0,0,0,0,0,0.0577,0,0,0,0,0,0,0.0566,0
2321,44108,0,11180,93,1,679,5568,9/8/2004,12/7/2019,0.467,0,0.287,759,13478.06,13081.64,0.243,0,0.082,0,737,12634.49,12763.42,0.229,0,0.082,0,781,12691.65,12314.67,0.238,0,0.0796,0,707,11662.59,12391.5,0.23,0,0.0796,0,707,11483.13,11951.83,0.226,0,0.0804,0,748,10834.8,11850.56,0.206,0,0.082,0
2322,45240,0,15407,93,1,797,5670,9/7/2004,3/17/2020,0.727,1,9.999,826,17269.22,18348.55,0.184,0,0.058,0,775,16574.44,17782.99,0.19,0,0.0557,0,808,16700.43,16039.03,0.198,0,0.0585,0,832,15172.1,15488.18,0.2,0,0.0545,0,775,14464.71,14916.74,0.188,0,0.0585,0,849,14186.15,15045.91,0.188,0,0.0591,0
2323,44089,0,0,,0,654,5644,9/7/2004,2/20/2020,0.49,1,0.415,0,24679.73,23953.85,0.151,0,0.0705,0,0,23481.24,22769.68,0.151,0,0.0658,0,0,23470.6,24400.13,0.148,0,0.0684,0,0,22510.72,21828.58,0.15,0,0.0684,0,0,21580.51,21580.51,0.148,0,0.0671,0,0,21327.93,21110.29,0.156,0,0.0658,0
2324,45238,0,0,,0,692,5523,9/8/2004,10/23/2019,0.567,1,0.29,0,20035.74,20625.02,0.2,9,0.0707,1,0,18146.44,19865.58,0.19,8,0.0721,1,0,18557.17,18000.45,0.198,9,0.0714,1,0,17479.22,18560.4,0.198,9,0.0685,1,0,16797.38,16622.41,0.182,9,0.0743,1,0,16631.9,17310.76,0.202,10,0.0692,1
2325,43537,78776,4152,18,1,670,6040,9/8/2004,3/23/2021,0.112,0,0.446,478,4182.13,4311.47,0.038,0,0.0097,0,519,4233.42,3984.39,0.042,0,0.0104,0,498,4067.59,3908.07,0.041,0,0.0096,0,526,3711.04,3749.29,0.038,0,0.0095,0,526,3702.42,3519.13,0.042,0,0.0097,0,571,3538.52,3328.32,0.04,0,0.0097,0
2326,,0,0,,0,770,3675,9/11/2004,10/4/2014,0.402,1,0.182,0,0,0,0,0,0.0783,0,0,0,0,0,0,0.0832,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.0808,0,0,0,0,0,0,0.0832,0
2327,45417,0,11279,93,2,714,5492,9/12/2004,9/26/2019,0.618,1,0.25,739,7681.5,7830.66,0.187,0,0.0666,0,724,7236.48,6947.02,0.185,0,0.0666,0,762,7082.83,7152.95,0.176,0,0.0679,0,790,6585.29,6924.74,0.191,0,0.0628,0,790,6562.79,6694.05,0.125,0,0.0641,0,722,6019.76,6019.76,0.123,0,0.066,0
2328,44620,0,0,,0,694,6301,9/15/2004,12/16/2021,0.7,1,0.33,682,0,0,0,317,0.0698,1,682,0,0,0,364,0.0678,1,642,0,0,0,397,0.0678,1,702,0,0,0,403,0.0644,1,642,0,0,0,456,0.0664,1,702,0,0,0,450,0.0691,1
2329,43623,0,0,,0,679,3850,9/15/2004,4/1/2015,0.85,0,0.361,0,0,0,0,0,0.059,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0.0608,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0.0614,0,0,0,0,0,0,0.0584,0
2330,44710,0,0,,0,660,5495,9/15/2004,10/2/2019,0.82,1,0.371,0,0,0,0,0,0.0682,0,0,0,0,0,0,0.0668,0,0,0,0,0,0,0.0668,0,0,0,0,0,0,0.0668,0,0,0,0,0,0,0.0696,0,0,0,0,0,0,0.0682,0
2331,44319,13306,77237,93,4,813,7412,9/18/2004,1/3/2025,0.842,1,0.43,788,59644.1,63295.78,0,0,0.0538,0,724,58794.41,59400.53,0,0,0.0589,0,792,57939.52,58543.06,0,0,0.0543,0,716,60102.7,63107.84,0,0,0.0555,0,716,62833.26,56849.14,0,0,0.0555,0,773,62567.15,58991.88,0,0,0.0583,0
2332,44216,0,0,,0,724,5384,9/19/2004,6/17/2019,0.634,1,0.182,0,71935.92,72655.28,0.491,287,0.0475,1,0,75532.72,71216.56,0.527,327,0.0499,1,0,73374.64,68339.12,0.507,342,0.0475,1,0,70193.85,66752.98,0.491,0,0.0485,0,0,66975.94,69709.66,0.538,0,0.0485,0,0,70393.08,66292.52,0.507,14,0.0475,1
2333,44106,0,0,,0,698,5569,9/20/2004,12/20/2019,0.554,1,0.365,0,0,0,0,0,0.075,0,0,0,0,0,0,0.0685,0,0,0,0,0,0,0.0721,0,0,0,0,0,0,0.0714,0,0,0,0,0,0,0.0735,0,0,0,0,0,0,0.0743,0
2334,48178,0,0,,0,746,5693,8/30/2004,4/1/2020,0.83,1,0.227,0,0,0,0,0,0.0745,0,0,0,0,0,0,0.0737,0,0,0,0,0,0,0.0723,0,0,0,0,0,0,0.0709,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.0687,0
2335,,0,0,,0,678,3857,9/22/2004,4/15/2015,0.515,1,0.339,0,0,0,0,0,0.064,0,0,0,0,0,0,0.0678,0,0,0,0,0,0,0.0665,0,0,0,0,0,0,0.0633,0,0,0,0,0,0,0.0659,0,0,0,0,0,0,0.0614,0
2336,44135,0,1684,93,1,765,5493,9/27/2004,10/12/2019,0.566,1,0.181,844,4168.82,4379.37,0.061,0,0.0673,0,750,3655.23,3547.72,0.062,0,0.0673,0,797,2951.85,3010.89,0.063,0,0.0701,0,832,2293.97,2340.31,0.061,0,0.0673,0,784,1695.06,1678.28,0.051,0,0.0721,0,781,1005.05,1046.49,0.056,0,0.0666,0
2337,44132,0,0,,0,672,3697,10/2/2004,11/16/2014,0.808,0,0.387,0,0,0,0,0,0.064,0,0,0,0,0,0,0.0602,0,0,0,0,0,0,0.0609,0,0,0,0,0,0,0.0602,0,0,0,0,0,0,0.0596,0,0,0,0,0,0,0.059,0
2338,,0,0,,0,740,3816,10/3/2004,3/16/2015,0.867,1,0.416,0,0,0,0,0,0.0601,0,0,0,0,0,0,0.0543,0,0,0,0,0,0,0.0543,0,0,0,0,0,0,0.0578,0,0,0,0,0,0,0.0561,0,0,0,0,0,0,0.0583,0
2339,53179,0,25035,5,1,686,5645,10/4/2004,3/19/2020,0.84,1,0.429,568,28959.67,27010.46,0,0,0.0722,0,598,25935.19,26481.19,0,0,0.0722,0,580,26210,25942.55,0,0,0.0722,0,604,26965.5,27489.11,0,0,0.0745,0,592,26579.19,24790.2,0,0,0.0745,0,595,24718.3,23719.58,0,0,0.0745,0
2340,44145,115226,9959,3,1,755,5522,10/7/2004,11/20/2019,0.146,0,0.298,522,10919.84,10495.77,0.061,0,0.0777,0,515,10283.74,10177.72,0.059,10,0.0724,1,569,10690.55,9860.21,0.058,12,0.0731,1,549,10690.55,10067.79,0.059,41,0.0762,1,544,9835.06,10646.2,0.062,44,0.0739,1,487,10544.81,10443.42,0.059,70,0.0762,1
2341,,0,0,,0,714,3835,10/9/2004,4/10/2015,0.85,1,0.395,0,0,0,0,0,0.0531,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0.0542,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0.0501,0
2342,,0,0,,0,814,3848,10/11/2004,4/25/2015,0.815,0,0.2,0,0,0,0,0,0.0527,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0.0544,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0.0565,0,0,0,0,0,0,0.0565,0
2343,45322,0,24109,93,1,688,5645,10/17/2004,4/1/2020,0.865,1,0.527,705,28082.05,27812.03,0.366,0,0.0718,0,697,26500.06,27825.06,0.37,0,0.0662,0,741,25730.23,26509.93,0.377,0,0.0732,0,763,24972.59,25227.41,0.392,0,0.069,0,756,25715.45,26214.78,0.375,0,0.0676,0,778,25675.14,24452.51,0.364,0,0.0676,0
2344,46619,0,8901,93,1,728,5494,10/19/2004,11/4/2019,0.662,1,0.368,669,9527.75,10008.95,0.188,0,0.0766,0,713,9076.51,9825.09,0.179,0,0.0743,0,652,9565.86,9019.24,0.174,0,0.0781,0,667,9011.19,8657.81,0.176,0,0.0751,0,695,8782.86,8441.78,0.18,0,0.0728,0,662,8577.69,8247.78,0.189,0,0.0758,0
2345,45150,0,14729,93,2,750,5504,10/20/2004,11/15/2019,0.418,1,0.36,837,10358.75,10465.54,0.086,0,0.0633,0,845,10178.34,10801.5,0.093,0,0.0673,0,789,10493.04,9887.67,0.093,0,0.0679,0,770,9303.42,9988.93,0.086,0,0.0666,0,786,9398.28,9683.07,0.076,0,0.0686,0,787,8825.71,9285.38,0.075,0,0.0673,0
2346,44904,0,0,,0,727,7289,10/24/2004,10/8/2024,0.867,1,0.38,0,80670.32,81501.97,0.678,0,0.0095,0,0,84176.89,79225.31,0.678,0,0.0099,0,0,85974.11,77786.1,0.719,0,0.0097,0,0,85306.77,82869.43,0.692,0,0.0102,0,0,78177.18,77371.23,0.706,0,0.0095,0,0,77553.1,83149.72,0.671,0,0.0099,0
2347,43613,0,0,,0,722,5592,10/28/2004,2/19/2020,0.767,1,0.167,0,0,0,0,0,0.0732,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,0.0725,0,0,0,0,0,0,0.0762,0,0,0,0,0,0,0.0747,0,0,0,0,0,0,0.0762,0
2348,44320,0,0,,0,683,3666,10/31/2004,11/14/2014,0.34,1,0.396,0,0,0,0,0,0.0942,0,0,0,0,0,0,0.0861,0,0,0,0,0,0,0.0861,0,0,0,0,0,0,0.0924,0,0,0,0,0,0,0.0852,0,0,0,0,0,0,0.0924,0
2349,44130,0,66149,93,3,697,7483,11/9/2004,5/6/2025,0.562,1,0.492,699,68071.58,73685.73,0.407,25,0.0629,1,652,69985.9,68600.04,0.428,0,0.0587,0,652,70359,69669.2,0.411,0,0.0611,0,647,68090.24,68778.02,0.441,0,0.0611,0,621,69307.01,71365.63,0.401,0,0.0629,0,619,65007.46,69113.2,0.409,0,0.0575,0
